idx,r,g,b,a,VIS,MSH,label,row
981,185,195,95,1.0,1.0,1.0,SSp-bfd1,971.0
982,33,180,208,1.0,1.0,1.0,FC,972.0
983,248,221,226,1.0,1.0,1.0,lfbs,973.0
984,209,11,108,1.0,1.0,1.0,CENT3,974.0
985,216,35,223,1.0,1.0,1.0,MOp,975.0
986,58,160,90,1.0,1.0,1.0,ccs,976.0
987,67,175,69,1.0,1.0,1.0,P-mot,977.0
988,69,4,221,1.0,1.0,1.0,ECT5,978.0
989,247,204,57,1.0,1.0,1.0,FN,979.0
990,169,23,203,1.0,1.0,1.0,AUDv4,980.0
991,121,43,102,1.0,1.0,1.0,mfbs,981.0
992,87,140,52,1.0,1.0,1.0,CUL4,982.0
993,117,163,156,1.0,1.0,1.0,MOs,983.0
994,49,47,104,1.0,1.0,1.0,cbt,984.0
995,71,54,101,1.0,1.0,1.0,PMR,985.0
996,171,92,3,1.0,1.0,1.0,AId1,986.0
997,34,127,110,1.0,1.0,1.0,root,987.0
998,133,43,58,1.0,1.0,1.0,FS,988.0
999,230,171,30,1.0,1.0,1.0,ENTl2/3,989.0
1000,6,17,61,1.0,1.0,1.0,eps,990.0
1001,91,227,37,1.0,1.0,1.0,CUL5,991.0
1002,205,8,153,1.0,1.0,1.0,AUDp,992.0
1003,214,1,158,1.0,1.0,1.0,cpt,993.0
1004,125,32,241,1.0,1.0,1.0,PMv,994.0
1005,156,154,74,1.0,1.0,1.0,AUDp6b,995.0
1006,121,122,104,1.0,1.0,1.0,SSp-tr1,996.0
1007,182,227,99,1.0,1.0,1.0,SIM,997.0
1008,82,37,46,1.0,1.0,1.0,GENd,998.0
1009,222,233,233,1.0,1.0,1.0,fiber tracts,999.0
1010,239,95,124,1.0,1.0,1.0,VISC4,1000.0
1011,178,105,41,1.0,1.0,1.0,AUDd,1001.0
1012,115,57,163,1.0,1.0,1.0,crt,1002.0
1014,63,130,155,1.0,1.0,1.0,GENv,1003.0
1015,115,50,11,1.0,1.0,1.0,ACAd5,1004.0
1016,120,94,90,1.0,1.0,1.0,onl,1005.0
1017,243,155,170,1.0,1.0,1.0,AN,1006.0
1018,159,97,59,1.0,1.0,1.0,AUDv,1007.0
1019,41,177,68,1.0,1.0,1.0,cstc,1008.0
1020,52,212,18,1.0,1.0,1.0,PO,1009.0
1021,3,68,35,1.0,1.0,1.0,MOs6a,1010.0
1022,123,144,8,1.0,1.0,1.0,GPe,1011.0
1023,85,63,9,1.0,1.0,1.0,AUDv5,1012.0
1024,101,107,3,1.0,1.0,1.0,grv,1013.0
1025,227,185,130,1.0,1.0,1.0,PRM,1014.0
1026,118,74,240,1.0,1.0,1.0,SSp-ul6b,1015.0
1027,47,22,84,1.0,1.0,1.0,AUDpo,1016.0
1028,17,141,189,1.0,1.0,1.0,cstu,1017.0
1029,231,95,18,1.0,1.0,1.0,POL,1018.0
1030,231,191,121,1.0,1.0,1.0,SSp-ll1,1019.0
1031,65,26,105,1.0,1.0,1.0,GPi,1020.0
1032,205,161,247,1.0,1.0,1.0,grv of CTX,1021.0
1033,182,48,240,1.0,1.0,1.0,COPY,1022.0
1034,94,103,16,1.0,1.0,1.0,TTd1,1023.0
1035,62,217,174,1.0,1.0,1.0,SSs4,1024.0
1036,153,20,166,1.0,1.0,1.0,cte,1025.0
1037,40,34,67,1.0,1.0,1.0,POST,1026.0
1038,25,91,174,1.0,1.0,1.0,SSp-bfd6a,1027.0
1039,223,209,190,1.0,1.0,1.0,GR,1028.0
1040,224,242,126,1.0,1.0,1.0,grv of CBX,1029.0
1041,46,240,19,1.0,1.0,1.0,PFL,1030.0
1042,179,63,155,1.0,1.0,1.0,TTd2,1031.0
1043,148,200,96,1.0,1.0,1.0,tspc,1032.0
1044,6,184,193,1.0,1.0,1.0,PP,1033.0
1045,178,136,16,1.0,1.0,1.0,ECT6b,1034.0
1046,89,74,141,1.0,1.0,1.0,VISam6a,1035.0
1047,76,147,161,1.0,1.0,1.0,SSp-bfd4,1036.0
1048,111,59,166,1.0,1.0,1.0,GRN,1037.0
1049,184,111,225,1.0,1.0,1.0,FL,1038.0
1050,146,45,1,1.0,1.0,1.0,TTd3,1039.0
1051,124,140,121,1.0,1.0,1.0,tspd,1040.0
1052,153,215,162,1.0,1.0,1.0,PPN,1041.0
1053,199,16,114,1.0,1.0,1.0,ACA2/3,1042.0
1054,250,237,49,1.0,1.0,1.0,ILA6a,1043.0
1055,88,215,69,1.0,1.0,1.0,eg,1044.0
1056,31,95,26,1.0,1.0,1.0,ANcr1,1045.0
1057,250,38,8,1.0,1.0,1.0,GU,1046.0
1058,68,28,247,1.0,1.0,1.0,VISC5,1047.0
1059,228,127,194,1.0,1.0,1.0,TTd4,1048.0
1060,201,85,24,1.0,1.0,1.0,dtd,1049.0
1061,171,252,85,1.0,1.0,1.0,PPT,1050.0
1062,241,127,101,1.0,1.0,1.0,SSp-bfd6b,1051.0
1063,60,46,195,1.0,1.0,1.0,hf,1052.0
1064,185,41,25,1.0,1.0,1.0,ANcr2,1053.0
1065,251,200,197,1.0,1.0,1.0,HB,1054.0
1066,50,79,126,1.0,1.0,1.0,VISam2/3,1055.0
1067,41,28,78,1.0,1.0,1.0,TTv1,1056.0
1068,18,63,75,1.0,1.0,1.0,mfbst,1057.0
1069,169,169,92,1.0,1.0,1.0,PPY,1058.0
1070,90,190,105,1.0,1.0,1.0,SSp-bfd5,1059.0
1071,114,183,208,1.0,1.0,1.0,rf,1060.0
1072,82,106,129,1.0,1.0,1.0,MGd,1061.0
1073,48,198,235,1.0,1.0,1.0,HEM,1062.0
1074,198,225,127,1.0,1.0,1.0,VISal1,1063.0
1075,60,84,94,1.0,1.0,1.0,TTv2,1064.0
1076,75,69,80,1.0,1.0,1.0,cvb,1065.0
1077,79,247,148,1.0,1.0,1.0,PR,1066.0
1078,153,20,206,1.0,1.0,1.0,ri,1067.0
1079,247,78,155,1.0,1.0,1.0,MGv,1068.0
1080,66,149,131,1.0,1.0,1.0,HIP,1069.0
1081,162,107,16,1.0,1.0,1.0,ILA6b,1070.0
1082,242,65,237,1.0,1.0,1.0,TTv3,1071.0
1083,174,197,120,1.0,1.0,1.0,mfbse,1072.0
1084,133,74,143,1.0,1.0,1.0,PRE,1073.0
1085,40,224,112,1.0,1.0,1.0,MOs6b,1074.0
1086,84,251,62,1.0,1.0,1.0,SSp-tr4,1075.0
1087,155,244,188,1.0,1.0,1.0,pce,1076.0
1088,34,184,51,1.0,1.0,1.0,MGm,1077.0
1089,45,75,140,1.0,1.0,1.0,HPF,1078.0
1090,67,186,123,1.0,1.0,1.0,SSs5,1079.0
1091,50,125,158,1.0,1.0,1.0,"CUL4, 5",1080.0
1092,183,138,142,1.0,1.0,1.0,em,1081.0
1093,60,118,116,1.0,1.0,1.0,PRNc,1082.0
1094,104,24,149,1.0,1.0,1.0,SSp-ll4,1083.0
1095,195,141,121,1.0,1.0,1.0,pcf,1084.0
1096,203,194,181,1.0,1.0,1.0,AMd,1085.0
1097,140,24,214,1.0,1.0,1.0,HY,1086.0
1098,91,141,95,1.0,1.0,1.0,MDRNd,1087.0
1099,210,223,44,1.0,1.0,1.0,fxs,1088.0
1100,31,64,209,1.0,1.0,1.0,PRT,1089.0
1101,234,41,149,1.0,1.0,1.0,AId5,1090.0
1102,32,248,133,1.0,1.0,1.0,SSp-m6a,1091.0
1103,131,67,156,1.0,1.0,1.0,pri,1092.0
1104,173,76,198,1.0,1.0,1.0,AMv,1093.0
1105,120,32,254,1.0,1.0,1.0,IA,1094.0
1106,114,76,110,1.0,1.0,1.0,VISC2/3,1095.0
1107,40,12,129,1.0,1.0,1.0,MDRNv,1096.0
1108,133,157,101,1.0,1.0,1.0,ccg,1097.0
1109,192,152,185,1.0,1.0,1.0,PS,1098.0
1110,226,64,236,1.0,1.0,1.0,SUMl,1099.0
1111,16,26,245,1.0,1.0,1.0,SSp-tr5,1100.0
1112,0,94,83,1.0,1.0,1.0,psf,1101.0
1113,254,175,86,1.0,1.0,1.0,IAD,1102.0
1114,210,3,43,1.0,1.0,1.0,VISal4,1103.0
1116,230,227,106,1.0,1.0,1.0,gVIIn,1104.0
1117,147,100,16,1.0,1.0,1.0,P-sat,1105.0
1118,211,225,234,1.0,1.0,1.0,SUMm,1106.0
1119,213,225,124,1.0,1.0,1.0,ppf,1107.0
1120,17,50,50,1.0,1.0,1.0,IAM,1108.0
1121,230,143,89,1.0,1.0,1.0,ENTl1,1109.0
1123,210,133,175,1.0,1.0,1.0,icp,1110.0
1124,1,195,12,1.0,1.0,1.0,PSCH,1111.0
1125,134,43,141,1.0,1.0,1.0,ORBvl5,1112.0
1126,193,204,133,1.0,1.0,1.0,TMd,1113.0
1127,241,57,168,1.0,1.0,1.0,TEa2/3,1114.0
1128,98,153,164,1.0,1.0,1.0,SSp-ll5,1115.0
1129,148,238,70,1.0,1.0,1.0,IB,1116.0
1131,234,28,153,1.0,1.0,1.0,iVIIn,1117.0
1132,61,175,199,1.0,1.0,1.0,P-sen,1118.0
1133,216,165,77,1.0,1.0,1.0,ENTmv5/6,1119.0
1139,30,61,9,1.0,1.0,1.0,NLOT3,1120.0
1140,237,185,117,1.0,1.0,1.0,TR1,1121.0
1141,254,230,74,1.0,1.0,1.0,TR2,1122.0
1142,33,96,167,1.0,1.0,1.0,TR3,1123.0
1143,228,188,169,1.0,1.0,1.0,CBXgr,1124.0
1144,211,88,67,1.0,1.0,1.0,CBXmo,1125.0
1145,105,169,122,1.0,1.0,1.0,CBXpu,1126.0
10671,118,59,237,1.0,1.0,1.0,ME,1127.0
10672,117,81,244,1.0,1.0,1.0,SIMgr,1128.0
10673,251,19,191,1.0,1.0,1.0,SIMpu,1129.0
10674,159,233,9,1.0,1.0,1.0,SIMmo,1130.0
10675,184,91,27,1.0,1.0,1.0,ANcr1gr,1131.0
10676,150,52,79,1.0,1.0,1.0,ANcr1pu,1132.0
10677,94,9,188,1.0,1.0,1.0,ANcr1mo,1133.0
10678,64,222,208,1.0,1.0,1.0,ANcr2gr,1134.0
10679,34,71,24,1.0,1.0,1.0,ANcr2pu,1135.0
10680,215,68,173,1.0,1.0,1.0,ANcr2mo,1136.0
10681,199,163,248,1.0,1.0,1.0,PRMgr,1137.0
10682,225,18,43,1.0,1.0,1.0,PRMpu,1138.0
10683,81,219,30,1.0,1.0,1.0,PRMmo,1139.0
10684,232,204,40,1.0,1.0,1.0,COPYgr,1140.0
10685,44,203,152,1.0,1.0,1.0,COPYpu,1141.0
10686,9,120,48,1.0,1.0,1.0,COPYmo,1142.0
10687,19,141,28,1.0,1.0,1.0,PFLgr,1143.0
10688,38,159,224,1.0,1.0,1.0,PFLpu,1144.0
10689,107,63,153,1.0,1.0,1.0,PFLmo,1145.0
10690,175,124,167,1.0,1.0,1.0,FLgr,1146.0
10691,218,33,63,1.0,1.0,1.0,FLpu,1147.0
10692,17,249,57,1.0,1.0,1.0,FLmo,1148.0
10693,254,179,187,1.0,1.0,1.0,PAR1,1149.0
10694,108,249,33,1.0,1.0,1.0,PAR2,1150.0
10695,180,148,245,1.0,1.0,1.0,PAR3,1151.0
10696,137,151,64,1.0,1.0,1.0,POST1,1152.0
10697,25,104,172,1.0,1.0,1.0,POST2,1153.0
10698,143,168,132,1.0,1.0,1.0,POST3,1154.0
10699,95,149,16,1.0,1.0,1.0,PRE1,1155.0
10700,225,21,203,1.0,1.0,1.0,PRE2,1156.0
10701,162,215,93,1.0,1.0,1.0,PRE3,1157.0
10702,187,152,122,1.0,1.0,1.0,DG-sgz,1158.0
10703,140,210,52,1.0,1.0,1.0,DG-mo,1159.0
10704,220,23,128,1.0,1.0,1.0,DG-po,1160.0
10705,133,70,160,1.0,1.0,1.0,LINGgr,1161.0
10706,228,48,9,1.0,1.0,1.0,LINGpu,1162.0
10707,147,54,242,1.0,1.0,1.0,LINGmo,1163.0
10708,48,95,59,1.0,1.0,1.0,CENT2gr,1164.0
10709,202,129,36,1.0,1.0,1.0,CENT2pu,1165.0
10710,16,77,65,1.0,1.0,1.0,CENT2mo,1166.0
10711,54,63,206,1.0,1.0,1.0,CENT3gr,1167.0
10712,235,165,90,1.0,1.0,1.0,CENT3pu,1168.0
10713,125,80,218,1.0,1.0,1.0,CENT3mo,1169.0
10714,143,188,75,1.0,1.0,1.0,CUL4gr,1170.0
10715,209,62,113,1.0,1.0,1.0,CUL4pu,1171.0
10716,94,20,232,1.0,1.0,1.0,CUL4mo,1172.0
10717,160,149,180,1.0,1.0,1.0,CUL5gr,1173.0
10718,222,138,233,1.0,1.0,1.0,CUL5pu,1174.0
10719,50,161,113,1.0,1.0,1.0,CUL5mo,1175.0
10720,113,223,61,1.0,1.0,1.0,"CUL4, 5gr",1176.0
10721,1,88,3,1.0,1.0,1.0,"CUL4, 5pu",1177.0
10722,214,33,67,1.0,1.0,1.0,"CUL4, 5mo",1178.0
10723,14,68,102,1.0,1.0,1.0,DECgr,1179.0
10724,113,185,67,1.0,1.0,1.0,DECpu,1180.0
10725,50,145,32,1.0,1.0,1.0,DECmo,1181.0
10726,43,104,15,1.0,1.0,1.0,FOTUgr,1182.0
10727,252,189,254,1.0,1.0,1.0,FOTUpu,1183.0
10728,248,218,240,1.0,1.0,1.0,FOTUmo,1184.0
10729,82,6,47,1.0,1.0,1.0,PYRgr,1185.0
10730,119,25,101,1.0,1.0,1.0,PYRpu,1186.0
10731,94,165,46,1.0,1.0,1.0,PYRmo,1187.0
10732,126,111,97,1.0,1.0,1.0,UVUgr,1188.0
10733,211,38,74,1.0,1.0,1.0,UVUpu,1189.0
10734,111,30,39,1.0,1.0,1.0,UVUmo,1190.0
10735,188,237,227,1.0,1.0,1.0,NODgr,1191.0
10736,221,45,54,1.0,1.0,1.0,NODpu,1192.0
10737,138,215,177,1.0,1.0,1.0,NODmo,1193.0
12993,52,34,196,1.0,1.0,1.0,SS1,1194.0
12994,7,27,105,1.0,1.0,1.0,SS2/3,1195.0
12995,44,28,41,1.0,1.0,1.0,SS4,1196.0
12996,221,16,141,1.0,1.0,1.0,SS5,1197.0
12997,6,182,57,1.0,1.0,1.0,SS6a,1198.0
12998,156,213,87,1.0,1.0,1.0,SS6b,1199.0
182305689,100,33,26,1.0,1.0,1.0,SSp-un,1200.0
182305693,246,156,164,1.0,1.0,1.0,SSp-un1,1201.0
182305697,101,9,211,1.0,1.0,1.0,SSp-un2/3,1202.0
182305701,7,106,118,1.0,1.0,1.0,SSp-un4,1203.0
182305705,113,52,137,1.0,1.0,1.0,SSp-un5,1204.0
182305709,72,113,173,1.0,1.0,1.0,SSp-un6a,1205.0
182305713,167,244,92,1.0,1.0,1.0,SSp-un6b,1206.0
304325711,104,5,46,1.0,1.0,1.0,retina,1207.0
312782546,21,74,191,1.0,1.0,1.0,VISa,1208.0
312782550,180,181,202,1.0,1.0,1.0,VISa1,1209.0
312782554,123,233,151,1.0,1.0,1.0,VISa2/3,1210.0
312782558,56,127,162,1.0,1.0,1.0,VISa4,1211.0
312782562,193,62,67,1.0,1.0,1.0,VISa5,1212.0
312782566,158,8,126,1.0,1.0,1.0,VISa6a,1213.0
312782570,207,49,31,1.0,1.0,1.0,VISa6b,1214.0
312782574,198,54,121,1.0,1.0,1.0,VISli,1215.0
312782578,217,126,97,1.0,1.0,1.0,VISli1,1216.0
312782582,162,141,96,1.0,1.0,1.0,VISli2/3,1217.0
312782586,229,172,225,1.0,1.0,1.0,VISli4,1218.0
312782590,180,57,11,1.0,1.0,1.0,VISli5,1219.0
312782594,35,241,23,1.0,1.0,1.0,VISli6a,1220.0
312782598,82,234,9,1.0,1.0,1.0,VISli6b,1221.0
312782604,68,59,4,1.0,1.0,1.0,VISrl1,1222.0
312782608,146,68,174,1.0,1.0,1.0,VISrl2/3,1223.0
312782612,83,75,136,1.0,1.0,1.0,VISrl4,1224.0
312782616,149,186,122,1.0,1.0,1.0,VISrl5,1225.0
312782620,166,232,127,1.0,1.0,1.0,VISrl6a,1226.0
312782624,131,50,39,1.0,1.0,1.0,VISrl6b,1227.0
312782628,12,11,168,1.0,1.0,1.0,VISpor,1228.0
312782632,53,98,188,1.0,1.0,1.0,VISpor1,1229.0
312782636,21,221,221,1.0,1.0,1.0,VISpor2/3,1230.0
312782640,95,59,211,1.0,1.0,1.0,VISpor4,1231.0
312782644,7,220,187,1.0,1.0,1.0,VISpor5,1232.0
312782648,22,168,44,1.0,1.0,1.0,VISpor6a,1233.0
312782652,58,162,72,1.0,1.0,1.0,VISpor6b,1234.0
480149202,36,206,205,1.0,1.0,1.0,VISrll,1235.0
480149206,63,209,152,1.0,1.0,1.0,VISrll1,1236.0
480149210,122,145,13,1.0,1.0,1.0,VISrll2/3,1237.0
480149214,66,143,206,1.0,1.0,1.0,VISrll4,1238.0
480149218,180,193,233,1.0,1.0,1.0,VISrll5,1239.0
480149222,231,50,196,1.0,1.0,1.0,VISrll6a,1240.0
480149226,226,216,234,1.0,1.0,1.0,VISrll6b,1241.0
480149230,206,196,187,1.0,1.0,1.0,VISlla,1242.0
480149234,31,93,221,1.0,1.0,1.0,VISlla1,1243.0
480149238,191,209,156,1.0,1.0,1.0,VISlla2/3,1244.0
480149242,1,55,70,1.0,1.0,1.0,VISlla4,1245.0
480149246,37,32,81,1.0,1.0,1.0,VISlla5,1246.0
480149250,77,234,201,1.0,1.0,1.0,VISlla6a,1247.0
480149254,162,65,100,1.0,1.0,1.0,VISlla6b,1248.0
480149258,170,17,30,1.0,1.0,1.0,VISmma,1249.0
480149262,86,59,151,1.0,1.0,1.0,VISmma1,1250.0
480149266,139,77,20,1.0,1.0,1.0,VISmma2/3,1251.0
480149270,96,190,162,1.0,1.0,1.0,VISmma4,1252.0
480149274,244,34,225,1.0,1.0,1.0,VISmma5,1253.0
480149278,239,44,165,1.0,1.0,1.0,VISmma6a,1254.0
480149282,146,104,187,1.0,1.0,1.0,VISmma6b,1255.0
480149286,107,151,172,1.0,1.0,1.0,VISmmp,1256.0
480149290,46,136,65,1.0,1.0,1.0,VISmmp1,1257.0
480149294,42,1,184,1.0,1.0,1.0,VISmmp2/3,1258.0
480149298,115,79,184,1.0,1.0,1.0,VISmmp4,1259.0
480149302,242,69,229,1.0,1.0,1.0,VISmmp5,1260.0
480149306,99,168,89,1.0,1.0,1.0,VISmmp6a,1261.0
480149310,235,39,172,1.0,1.0,1.0,VISmmp6b,1262.0
480149314,94,106,59,1.0,1.0,1.0,VISm,1263.0
480149318,131,147,19,1.0,1.0,1.0,VISm1,1264.0
480149322,144,29,124,1.0,1.0,1.0,VISm2/3,1265.0
480149326,222,146,203,1.0,1.0,1.0,VISm4,1266.0
480149330,84,189,49,1.0,1.0,1.0,VISm5,1267.0
480149334,217,89,56,1.0,1.0,1.0,VISm6a,1268.0
480149338,82,99,186,1.0,1.0,1.0,VISm6b,1269.0
484682470,211,103,156,1.0,1.0,1.0,ProS,1270.0
484682475,73,26,12,1.0,1.0,1.0,ProSd,1271.0
484682479,214,73,73,1.0,1.0,1.0,ProSd-m,1272.0
484682483,78,132,252,1.0,1.0,1.0,ProSd-sp,1273.0
484682487,82,147,52,1.0,1.0,1.0,ProSd-sr,1274.0
484682492,188,236,190,1.0,1.0,1.0,ProSv,1275.0
484682496,2,205,195,1.0,1.0,1.0,ProSv-m,1276.0
484682500,60,6,189,1.0,1.0,1.0,ProSv-sp,1277.0
484682504,42,149,90,1.0,1.0,1.0,Prosv-sr,1278.0
484682508,241,174,245,1.0,1.0,1.0,APr,1279.0
484682512,25,224,182,1.0,1.0,1.0,scwm,1280.0
484682516,7,135,129,1.0,1.0,1.0,ccb,1281.0
484682520,82,171,168,1.0,1.0,1.0,or,1282.0
484682524,145,156,130,1.0,1.0,1.0,ar,1283.0
484682528,170,199,77,1.0,1.0,1.0,stc,1284.0
496345664,162,223,228,1.0,1.0,1.0,LGd-sh,1285.0
496345668,85,73,94,1.0,1.0,1.0,LGd-co,1286.0
496345672,92,45,167,1.0,1.0,1.0,LGd-ip,1287.0
526157192,77,201,103,1.0,1.0,1.0,FRP5,1288.0
526157196,229,192,116,1.0,1.0,1.0,FRP6a,1289.0
526322264,100,223,146,1.0,1.0,1.0,FRP6b,1290.0
527696977,201,115,40,1.0,1.0,1.0,ORBm6b,1291.0
549009199,220,208,119,1.0,1.0,1.0,LSS,1292.0
549009203,158,154,226,1.0,1.0,1.0,RPF,1293.0
549009207,71,130,122,1.0,1.0,1.0,InCo,1294.0
549009211,205,150,224,1.0,1.0,1.0,MA3,1295.0
549009215,203,98,18,1.0,1.0,1.0,P5,1296.0
549009219,63,140,133,1.0,1.0,1.0,Acs5,1297.0
549009223,144,136,52,1.0,1.0,1.0,PC5,1298.0
549009227,83,190,194,1.0,1.0,1.0,I5,1299.0
560581551,98,1,146,1.0,1.0,1.0,Eth,1300.0
560581555,148,62,164,1.0,1.0,1.0,REth,1301.0
560581559,24,91,121,1.0,1.0,1.0,Xi,1302.0
560581563,189,171,43,1.0,1.0,1.0,PIL,1303.0
563807435,116,210,168,1.0,1.0,1.0,PoT,1304.0
563807439,64,176,54,1.0,1.0,1.0,IntG,1305.0
576073699,188,14,190,1.0,1.0,1.0,VMPO,1306.0
576073704,117,253,191,1.0,1.0,1.0,PeF,1307.0
589508447,181,38,206,1.0,1.0,1.0,HATA,1308.0
589508451,61,217,136,1.0,1.0,1.0,Pa5,1309.0
589508455,149,235,252,1.0,1.0,1.0,VeCB,1310.0
599626923,8,125,240,1.0,1.0,1.0,SCO,1311.0
599626927,123,208,45,1.0,1.0,1.0,PDTg,1312.0
606826647,119,78,176,1.0,1.0,1.0,MMl,1313.0
606826651,78,10,28,1.0,1.0,1.0,MMm,1314.0
606826655,92,236,23,1.0,1.0,1.0,MMp,1315.0
606826659,249,73,179,1.0,1.0,1.0,MMd,1316.0
606826663,247,145,28,1.0,1.0,1.0,Pa4,1317.0
607344830,95,83,50,1.0,1.0,1.0,PN,1318.0
607344834,37,180,73,1.0,1.0,1.0,IPR,1319.0
607344838,59,118,147,1.0,1.0,1.0,IPC,1320.0
607344842,106,74,141,1.0,1.0,1.0,IPA,1321.0
607344846,119,83,96,1.0,1.0,1.0,IPL,1322.0
607344850,119,95,65,1.0,1.0,1.0,IPI,1323.0
607344854,7,73,191,1.0,1.0,1.0,IPDM,1324.0
607344858,187,228,175,1.0,1.0,1.0,IPDL,1325.0
607344862,224,228,204,1.0,1.0,1.0,IPRL,1326.0
614454277,214,229,231,1.0,1.0,1.0,Su3,1327.0
0,255,255,255,1.0,1.0,1.0,background,
