idx,r,g,b,a,VIS,MSH,name
763,255,85,71,1.0,1.0,1.0,Vascular organ of the lamina terminalis
914,255,85,71,1.0,1.0,1.0,Posterodorsal preoptic nucleus
1109,255,85,71,1.0,1.0,1.0,Parastrial nucleus
1124,255,85,71,1.0,1.0,1.0,Suprachiasmatic preoptic nucleus
126,255,85,71,1.0,1.0,1.0,"Periventricular hypothalamic nucleus, posterior part"
133,255,85,71,1.0,1.0,1.0,"Periventricular hypothalamic nucleus, preoptic part"
347,255,85,71,1.0,1.0,1.0,Subparaventricular zone
286,255,85,71,1.0,1.0,1.0,Suprachiasmatic nucleus
338,255,85,71,1.0,1.0,1.0,Subfornical organ
689,255,85,71,1.0,1.0,1.0,Ventrolateral preoptic nucleus
467,255,76,62,1.0,1.0,1.0,Hypothalamic medial zone
88,255,76,62,1.0,1.0,1.0,Anterior hypothalamic nucleus
700,255,76,62,1.0,1.0,1.0,"Anterior hypothalamic nucleus, anterior part"
708,255,76,62,1.0,1.0,1.0,"Anterior hypothalamic nucleus, central part"
716,255,76,62,1.0,1.0,1.0,"Anterior hypothalamic nucleus, dorsal part"
724,255,76,62,1.0,1.0,1.0,"Anterior hypothalamic nucleus, posterior part"
331,255,76,62,1.0,1.0,1.0,Mammillary body
210,255,76,62,1.0,1.0,1.0,Lateral mammillary nucleus
491,255,76,62,1.0,1.0,1.0,Medial mammillary nucleus
732,255,76,62,1.0,1.0,1.0,"Medial mammillary nucleus, median part"
525,255,76,62,1.0,1.0,1.0,Supramammillary nucleus
1110,255,76,62,1.0,1.0,1.0,"Supramammillary nucleus, lateral part"
1118,255,76,62,1.0,1.0,1.0,"Supramammillary nucleus, medial part"
557,255,76,62,1.0,1.0,1.0,Tuberomammillary nucleus
1126,255,76,62,1.0,1.0,1.0,"Tuberomammillary nucleus, dorsal part"
1,255,76,62,1.0,1.0,1.0,"Tuberomammillary nucleus, ventral part"
515,255,76,62,1.0,1.0,1.0,Medial preoptic nucleus
740,255,76,62,1.0,1.0,1.0,"Medial preoptic nucleus, central part"
748,255,76,62,1.0,1.0,1.0,"Medial preoptic nucleus, lateral part"
756,255,76,62,1.0,1.0,1.0,"Medial preoptic nucleus, medial part"
980,255,76,62,1.0,1.0,1.0,Dorsal premammillary nucleus
1004,255,76,62,1.0,1.0,1.0,Ventral premammillary nucleus
63,255,76,62,1.0,1.0,1.0,"Paraventricular hypothalamic nucleus, descending division"
439,255,76,62,1.0,1.0,1.0,"Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part"
447,255,76,62,1.0,1.0,1.0,"Paraventricular hypothalamic nucleus, descending division, forniceal part"
455,255,76,62,1.0,1.0,1.0,"Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part"
464,255,76,62,1.0,1.0,1.0,"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone"
693,255,76,62,1.0,1.0,1.0,Ventromedial hypothalamic nucleus
761,255,76,62,1.0,1.0,1.0,"Ventromedial hypothalamic nucleus, anterior part"
769,255,76,62,1.0,1.0,1.0,"Ventromedial hypothalamic nucleus, central part"
777,255,76,62,1.0,1.0,1.0,"Ventromedial hypothalamic nucleus, dorsomedial part"
785,255,76,62,1.0,1.0,1.0,"Ventromedial hypothalamic nucleus, ventrolateral part"
946,255,76,62,1.0,1.0,1.0,Posterior hypothalamic nucleus
290,242,72,59,1.0,1.0,1.0,Hypothalamic lateral zone
194,242,72,59,1.0,1.0,1.0,Lateral hypothalamic area
226,242,72,59,1.0,1.0,1.0,Lateral preoptic area
356,242,72,59,1.0,1.0,1.0,Preparasubthalamic nucleus
364,242,72,59,1.0,1.0,1.0,Parasubthalamic nucleus
173,242,72,59,1.0,1.0,1.0,Retrochiasmatic area
470,242,72,59,1.0,1.0,1.0,Subthalamic nucleus
614,242,72,59,1.0,1.0,1.0,Tuberal nucleus
797,242,72,59,1.0,1.0,1.0,Zona incerta
796,242,72,59,1.0,1.0,1.0,Dopaminergic A13 group
804,242,72,59,1.0,1.0,1.0,Fields of Forel
10671,242,72,59,1.0,1.0,1.0,Median eminence
313,255,100,255,1.0,1.0,1.0,Midbrain
339,255,122,255,1.0,1.0,1.0,"Midbrain, sensory related"
302,255,122,255,1.0,1.0,1.0,"Superior colliculus, sensory related"
851,255,122,255,1.0,1.0,1.0,"Superior colliculus, optic layer"
842,255,122,255,1.0,1.0,1.0,"Superior colliculus, superficial gray layer"
834,255,122,255,1.0,1.0,1.0,"Superior colliculus, zonal layer"
4,255,122,255,1.0,1.0,1.0,Inferior colliculus
811,255,122,255,1.0,1.0,1.0,"Inferior colliculus, central nucleus"
820,255,122,255,1.0,1.0,1.0,"Inferior colliculus, dorsal nucleus"
828,255,122,255,1.0,1.0,1.0,"Inferior colliculus, external nucleus"
580,255,122,255,1.0,1.0,1.0,Nucleus of the brachium of the inferior colliculus
271,255,122,255,1.0,1.0,1.0,Nucleus sagulum
874,255,122,255,1.0,1.0,1.0,Parabigeminal nucleus
460,255,122,255,1.0,1.0,1.0,Midbrain trigeminal nucleus
323,255,144,255,1.0,1.0,1.0,"Midbrain, motor related"
381,255,144,255,1.0,1.0,1.0,"Substantia nigra, reticular part"
749,255,144,255,1.0,1.0,1.0,Ventral tegmental area
246,255,144,255,1.0,1.0,1.0,"Midbrain reticular nucleus, retrorubral area"
128,255,144,255,1.0,1.0,1.0,Midbrain reticular nucleus
539,255,144,255,1.0,1.0,1.0,"Midbrain reticular nucleus, magnocellular part"
548,255,144,255,1.0,1.0,1.0,"Midbrain reticular nucleus, magnocellular part, general"
555,255,144,255,1.0,1.0,1.0,"Midbrain reticular nucleus, parvicellular part"
294,255,144,255,1.0,1.0,1.0,"Superior colliculus, motor related"
26,255,144,255,1.0,1.0,1.0,"Superior colliculus, motor related, deep gray layer"
42,255,144,255,1.0,1.0,1.0,"Superior colliculus, motor related, deep white layer"
17,255,144,255,1.0,1.0,1.0,"Superior colliculus, motor related, intermediate white layer"
10,255,144,255,1.0,1.0,1.0,"Superior colliculus, motor related, intermediate gray layer"
494,255,144,255,1.0,1.0,1.0,"Superior colliculus, motor related, intermediate gray layer, sublayer a"
503,255,144,255,1.0,1.0,1.0,"Superior colliculus, motor related, intermediate gray layer, sublayer b"
511,255,144,255,1.0,1.0,1.0,"Superior colliculus, motor related, intermediate gray layer, sublayer c"
795,255,144,255,1.0,1.0,1.0,Periaqueductal gray
50,255,144,255,1.0,1.0,1.0,Precommissural nucleus
67,255,144,255,1.0,1.0,1.0,Interstitial nucleus of Cajal
587,255,144,255,1.0,1.0,1.0,Nucleus of Darkschewitsch
1100,255,144,255,1.0,1.0,1.0,Pretectal region
215,255,144,255,1.0,1.0,1.0,Anterior pretectal nucleus
531,255,144,255,1.0,1.0,1.0,Medial pretectal area
628,255,144,255,1.0,1.0,1.0,Nucleus of the optic tract
634,255,144,255,1.0,1.0,1.0,Nucleus of the posterior commissure
706,255,144,255,1.0,1.0,1.0,Olivary pretectal nucleus
1061,255,144,255,1.0,1.0,1.0,Posterior pretectal nucleus
616,255,144,255,1.0,1.0,1.0,Cuneiform nucleus
214,255,144,255,1.0,1.0,1.0,Red nucleus
35,255,144,255,1.0,1.0,1.0,Oculomotor nucleus
975,255,144,255,1.0,1.0,1.0,Edinger-Westphal nucleus
115,255,144,255,1.0,1.0,1.0,Trochlear nucleus
757,255,144,255,1.0,1.0,1.0,Ventral tegmental nucleus
231,255,144,255,1.0,1.0,1.0,Anterior tegmental nucleus
66,255,144,255,1.0,1.0,1.0,Lateral terminal nucleus of the accessory optic tract
75,255,144,255,1.0,1.0,1.0,Dorsal terminal nucleus of the accessory optic tract
58,255,144,255,1.0,1.0,1.0,Medial terminal nucleus of the accessory optic tract
615,255,144,255,1.0,1.0,1.0,"Substantia nigra, lateral part"
348,255,144,255,1.0,1.0,1.0,"Midbrain, behavioral state related"
374,255,166,255,1.0,1.0,1.0,"Substantia nigra, compact part"
1052,255,166,255,1.0,1.0,1.0,Pedunculopontine nucleus
165,255,166,255,1.0,1.0,1.0,Midbrain raphe nuclei
12,255,166,255,1.0,1.0,1.0,Interfascicular nucleus raphe
100,255,166,255,1.0,1.0,1.0,Interpeduncular nucleus
197,255,166,255,1.0,1.0,1.0,Rostral linear nucleus raphe
591,255,166,255,1.0,1.0,1.0,Central linear nucleus raphe
872,255,166,255,1.0,1.0,1.0,Dorsal nucleus raphe
1065,255,155,136,1.0,1.0,1.0,Hindbrain
771,255,155,136,1.0,1.0,1.0,Pons
1132,255,174,111,1.0,1.0,1.0,"Pons, sensory related"
612,255,174,111,1.0,1.0,1.0,Nucleus of the lateral lemniscus
82,255,174,111,1.0,1.0,1.0,"Nucleus of the lateral lemniscus, dorsal part"
90,255,174,111,1.0,1.0,1.0,"Nucleus of the lateral lemniscus, horizontal part"
99,255,174,111,1.0,1.0,1.0,"Nucleus of the lateral lemniscus, ventral part"
7,255,174,111,1.0,1.0,1.0,Principal sensory nucleus of the trigeminal
867,255,174,111,1.0,1.0,1.0,Parabrachial nucleus
123,255,174,111,1.0,1.0,1.0,Koelliker-Fuse subnucleus
881,255,174,111,1.0,1.0,1.0,"Parabrachial nucleus, lateral division"
860,255,174,111,1.0,1.0,1.0,"Parabrachial nucleus, lateral division, central lateral part"
868,255,174,111,1.0,1.0,1.0,"Parabrachial nucleus, lateral division, dorsal lateral part"
875,255,174,111,1.0,1.0,1.0,"Parabrachial nucleus, lateral division, external lateral part"
883,255,174,111,1.0,1.0,1.0,"Parabrachial nucleus, lateral division, superior lateral part"
891,255,174,111,1.0,1.0,1.0,"Parabrachial nucleus, lateral division, ventral lateral part"
890,255,174,111,1.0,1.0,1.0,"Parabrachial nucleus, medial division"
899,255,174,111,1.0,1.0,1.0,"Parabrachial nucleus, medial division, external medial part"
915,255,174,111,1.0,1.0,1.0,"Parabrachial nucleus, medial division, medial medial part"
923,255,174,111,1.0,1.0,1.0,"Parabrachial nucleus, medial division, ventral medial part"
398,255,174,111,1.0,1.0,1.0,Superior olivary complex
122,255,174,111,1.0,1.0,1.0,"Superior olivary complex, periolivary region"
105,255,174,111,1.0,1.0,1.0,"Superior olivary complex, medial part"
114,255,174,111,1.0,1.0,1.0,"Superior olivary complex, lateral part"
987,255,186,134,1.0,1.0,1.0,"Pons, motor related"
280,255,186,134,1.0,1.0,1.0,Barrington's nucleus
880,255,186,134,1.0,1.0,1.0,Dorsal tegmental nucleus
283,255,186,134,1.0,1.0,1.0,Lateral tegmental nucleus
898,255,186,134,1.0,1.0,1.0,Pontine central gray
931,255,186,134,1.0,1.0,1.0,Pontine gray
1093,255,186,134,1.0,1.0,1.0,"Pontine reticular nucleus, caudal part"
552,255,186,134,1.0,1.0,1.0,"Pontine reticular nucleus, ventral part"
318,255,186,134,1.0,1.0,1.0,Supragenual nucleus
462,255,186,134,1.0,1.0,1.0,Superior salivatory nucleus
534,255,186,134,1.0,1.0,1.0,Supratrigeminal nucleus
574,255,186,134,1.0,1.0,1.0,Tegmental reticular nucleus
621,255,186,134,1.0,1.0,1.0,Motor nucleus of trigeminal
1117,255,195,149,1.0,1.0,1.0,"Pons, behavioral state related"
679,255,195,149,1.0,1.0,1.0,Superior central nucleus raphe
137,255,195,149,1.0,1.0,1.0,"Superior central nucleus raphe, lateral part"
130,255,195,149,1.0,1.0,1.0,"Superior central nucleus raphe, medial part"
147,255,195,149,1.0,1.0,1.0,Locus ceruleus
162,255,195,149,1.0,1.0,1.0,Laterodorsal tegmental nucleus
604,255,195,149,1.0,1.0,1.0,Nucleus incertus
146,255,195,149,1.0,1.0,1.0,Pontine reticular nucleus
238,255,195,149,1.0,1.0,1.0,Nucleus raphe pontis
350,255,195,149,1.0,1.0,1.0,Subceruleus nucleus
358,255,195,149,1.0,1.0,1.0,Sublaterodorsal nucleus
354,255,155,205,1.0,1.0,1.0,Medulla
386,255,165,210,1.0,1.0,1.0,"Medulla, sensory related"
207,255,165,210,1.0,1.0,1.0,Area postrema
607,255,165,210,1.0,1.0,1.0,Cochlear nuclei
112,255,165,210,1.0,1.0,1.0,Granular lamina of the cochlear nuclei
560,255,165,210,1.0,1.0,1.0,"Cochlear nucleus, subpedunclular granular region"
96,255,165,210,1.0,1.0,1.0,Dorsal cochlear nucleus
101,255,165,210,1.0,1.0,1.0,Ventral cochlear nucleus
720,255,165,210,1.0,1.0,1.0,Dorsal column nuclei
711,255,165,210,1.0,1.0,1.0,Cuneate nucleus
1039,255,165,210,1.0,1.0,1.0,Gracile nucleus
903,255,165,210,1.0,1.0,1.0,External cuneate nucleus
642,255,165,210,1.0,1.0,1.0,Nucleus of the trapezoid body
651,255,165,210,1.0,1.0,1.0,Nucleus of the solitary tract
659,255,165,210,1.0,1.0,1.0,"Nucleus of the solitary tract, central part"
666,255,165,210,1.0,1.0,1.0,"Nucleus of the solitary tract, commissural part"
674,255,165,210,1.0,1.0,1.0,"Nucleus of the solitary tract, gelatinous part"
682,255,165,210,1.0,1.0,1.0,"Nucleus of the solitary tract, lateral part"
691,255,165,210,1.0,1.0,1.0,"Nucleus of the solitary tract, medial part"
429,255,165,210,1.0,1.0,1.0,"Spinal nucleus of the trigeminal, caudal part"
437,255,165,210,1.0,1.0,1.0,"Spinal nucleus of the trigeminal, interpolar part"
445,255,165,210,1.0,1.0,1.0,"Spinal nucleus of the trigeminal, oral part"
77,255,165,210,1.0,1.0,1.0,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part"
53,255,165,210,1.0,1.0,1.0,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone"
61,255,165,210,1.0,1.0,1.0,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone"
45,255,165,210,1.0,1.0,1.0,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part"
69,255,165,210,1.0,1.0,1.0,"Spinal nucleus of the trigeminal, oral part, ventrolateral part"
789,255,165,210,1.0,1.0,1.0,Nucleus z
370,255,179,217,1.0,1.0,1.0,"Medulla, motor related"
653,255,179,217,1.0,1.0,1.0,Abducens nucleus
568,255,179,217,1.0,1.0,1.0,Accessory abducens nucleus
661,255,179,217,1.0,1.0,1.0,Facial motor nucleus
576,255,179,217,1.0,1.0,1.0,Accessory facial motor nucleus
640,255,179,217,1.0,1.0,1.0,Efferent vestibular nucleus
135,255,179,217,1.0,1.0,1.0,Nucleus ambiguus
939,255,179,217,1.0,1.0,1.0,"Nucleus ambiguus, dorsal division"
143,255,179,217,1.0,1.0,1.0,"Nucleus ambiguus, ventral division"
839,255,179,217,1.0,1.0,1.0,Dorsal motor nucleus of the vagus nerve
887,255,179,217,1.0,1.0,1.0,Efferent cochlear group
1048,255,179,217,1.0,1.0,1.0,Gigantocellular reticular nucleus
372,255,179,217,1.0,1.0,1.0,Infracerebellar nucleus
83,255,179,217,1.0,1.0,1.0,Inferior olivary complex
136,255,179,217,1.0,1.0,1.0,Intermediate reticular nucleus
106,255,179,217,1.0,1.0,1.0,Inferior salivatory nucleus
203,255,179,217,1.0,1.0,1.0,Linear nucleus of the medulla
235,255,179,217,1.0,1.0,1.0,Lateral reticular nucleus
955,255,179,217,1.0,1.0,1.0,"Lateral reticular nucleus, magnocellular part"
963,255,179,217,1.0,1.0,1.0,"Lateral reticular nucleus, parvicellular part"
307,255,179,217,1.0,1.0,1.0,Magnocellular reticular nucleus
395,255,179,217,1.0,1.0,1.0,Medullary reticular nucleus
1098,255,179,217,1.0,1.0,1.0,"Medullary reticular nucleus, dorsal part"
1107,255,179,217,1.0,1.0,1.0,"Medullary reticular nucleus, ventral part"
852,255,179,217,1.0,1.0,1.0,Parvicellular reticular nucleus
859,255,179,217,1.0,1.0,1.0,Parasolitary nucleus
938,255,179,217,1.0,1.0,1.0,Paragigantocellular reticular nucleus
970,255,179,217,1.0,1.0,1.0,"Paragigantocellular reticular nucleus, dorsal part"
978,255,179,217,1.0,1.0,1.0,"Paragigantocellular reticular nucleus, lateral part"
154,255,179,217,1.0,1.0,1.0,Perihypoglossal nuclei
161,255,179,217,1.0,1.0,1.0,Nucleus intercalatus
177,255,179,217,1.0,1.0,1.0,Nucleus of Roller
169,255,179,217,1.0,1.0,1.0,Nucleus prepositus
995,255,179,217,1.0,1.0,1.0,Paramedian reticular nucleus
1069,255,179,217,1.0,1.0,1.0,Parapyramidal nucleus
185,255,179,217,1.0,1.0,1.0,"Parapyramidal nucleus, deep part"
193,255,179,217,1.0,1.0,1.0,"Parapyramidal nucleus, superficial part"
701,255,179,217,1.0,1.0,1.0,Vestibular nuclei
209,255,179,217,1.0,1.0,1.0,Lateral vestibular nucleus
202,255,179,217,1.0,1.0,1.0,Medial vestibular nucleus
225,255,179,217,1.0,1.0,1.0,Spinal vestibular nucleus
217,255,179,217,1.0,1.0,1.0,Superior vestibular nucleus
765,255,179,217,1.0,1.0,1.0,Nucleus x
773,255,179,217,1.0,1.0,1.0,Hypoglossal nucleus
781,255,179,217,1.0,1.0,1.0,Nucleus y
76,255,179,217,1.0,1.0,1.0,Interstitial nucleus of the vestibular nerve
379,255,198,226,1.0,1.0,1.0,"Medulla, behavioral state related"
206,255,198,226,1.0,1.0,1.0,Nucleus raphe magnus
230,255,198,226,1.0,1.0,1.0,Nucleus raphe pallidus
222,255,198,226,1.0,1.0,1.0,Nucleus raphe obscurus
512,240,240,128,1.0,1.0,1.0,Cerebellum
528,240,240,128,1.0,1.0,1.0,Cerebellar cortex
645,255,252,145,1.0,1.0,1.0,Vermal regions
912,255,252,145,1.0,1.0,1.0,Lingula (I)
10707,255,252,145,1.0,1.0,1.0,"Lingula (I), molecular layer"
10706,255,252,145,1.0,1.0,1.0,"Lingula (I), Purkinje layer"
10705,236,231,84,1.0,1.0,1.0,"Lingula (I), granular layer"
920,255,252,145,1.0,1.0,1.0,Central lobule
976,255,252,145,1.0,1.0,1.0,Lobule II
10710,255,252,145,1.0,1.0,1.0,"Lobule II, molecular layer"
10709,255,252,145,1.0,1.0,1.0,"Lobule II, Purkinje layer"
10708,236,231,84,1.0,1.0,1.0,"Lobule II, granular layer"
984,255,252,145,1.0,1.0,1.0,Lobule III
10713,255,252,145,1.0,1.0,1.0,"Lobule III, molecular layer"
10712,255,252,145,1.0,1.0,1.0,"Lobule III, Purkinje layer"
10711,236,231,84,1.0,1.0,1.0,"Lobule III, granular layer"
928,255,252,145,1.0,1.0,1.0,Culmen
992,255,252,145,1.0,1.0,1.0,Lobule IV
10716,255,252,145,1.0,1.0,1.0,"Lobule IV, molecular layer"
10715,255,252,145,1.0,1.0,1.0,"Lobule IV, Purkinje layer"
10714,236,231,84,1.0,1.0,1.0,"Lobule IV, granular layer"
1001,255,252,145,1.0,1.0,1.0,Lobule V
10719,255,252,145,1.0,1.0,1.0,"Lobule V, molecular layer"
10718,255,252,145,1.0,1.0,1.0,"Lobule V, Purkinje layer"
10717,236,231,84,1.0,1.0,1.0,"Lobule V, granular layer"
1091,255,252,145,1.0,1.0,1.0,Lobules IV-V
10722,255,252,145,1.0,1.0,1.0,"Lobules IV-V, molecular layer"
10721,255,252,145,1.0,1.0,1.0,"Lobules IV-V, Purkinje layer"
10720,236,231,84,1.0,1.0,1.0,"Lobules IV-V, granular layer"
936,255,252,145,1.0,1.0,1.0,Declive (VI)
10725,255,252,145,1.0,1.0,1.0,"Declive (VI), molecular layer"
10724,255,252,145,1.0,1.0,1.0,"Declive (VI), Purkinje layer"
10723,236,231,84,1.0,1.0,1.0,"Declive (VI), granular layer"
944,255,252,145,1.0,1.0,1.0,Folium-tuber vermis (VII)
10728,255,252,145,1.0,1.0,1.0,"Folium-tuber vermis (VII), molecular layer"
10727,255,252,145,1.0,1.0,1.0,"Folium-tuber vermis (VII), Purkinje layer"
10726,236,231,84,1.0,1.0,1.0,"Folium-tuber vermis (VII), granular layer"
951,255,252,145,1.0,1.0,1.0,Pyramus (VIII)
10731,255,252,145,1.0,1.0,1.0,"Pyramus (VIII), molecular layer"
10730,255,252,145,1.0,1.0,1.0,"Pyramus (VIII), Purkinje layer"
10729,236,231,84,1.0,1.0,1.0,"Pyramus (VIII), granular layer"
957,255,252,145,1.0,1.0,1.0,Uvula (IX)
10734,255,252,145,1.0,1.0,1.0,"Uvula (IX), molecular layer"
10733,255,252,145,1.0,1.0,1.0,"Uvula (IX), Purkinje layer"
10732,236,231,84,1.0,1.0,1.0,"Uvula (IX), granular layer"
968,255,252,145,1.0,1.0,1.0,Nodulus (X)
10737,255,252,145,1.0,1.0,1.0,"Nodulus (X), molecular layer"
10736,255,252,145,1.0,1.0,1.0,"Nodulus (X), Purkinje layer"
10735,236,231,84,1.0,1.0,1.0,"Nodulus (X), granular layer"
1073,255,252,145,1.0,1.0,1.0,Hemispheric regions
1007,255,252,145,1.0,1.0,1.0,Simple lobule
10674,255,252,145,1.0,1.0,1.0,"Simple lobule, molecular layer"
10673,255,252,145,1.0,1.0,1.0,"Simple lobule, Purkinje layer"
10672,236,231,84,1.0,1.0,1.0,"Simple lobule, granular layer"
1017,255,252,145,1.0,1.0,1.0,Ansiform lobule
1056,255,252,145,1.0,1.0,1.0,Crus 1
10677,255,252,145,1.0,1.0,1.0,"Crus 1, molecular layer"
10676,255,252,145,1.0,1.0,1.0,"Crus 1, Purkinje layer"
10675,236,231,84,1.0,1.0,1.0,"Crus 1, granular layer"
1064,255,252,145,1.0,1.0,1.0,Crus 2
10680,255,252,145,1.0,1.0,1.0,"Crus 2, molecular layer"
10679,255,252,145,1.0,1.0,1.0,"Crus 2, Purkinje layer"
10678,236,231,84,1.0,1.0,1.0,"Crus 2, granular layer"
1025,255,252,145,1.0,1.0,1.0,Paramedian lobule
10683,255,252,145,1.0,1.0,1.0,"Paramedian lobule, molecular layer"
10682,255,252,145,1.0,1.0,1.0,"Paramedian lobule, Purkinje layer"
10681,236,231,84,1.0,1.0,1.0,"Paramedian lobule, granular layer"
1033,255,252,145,1.0,1.0,1.0,Copula pyramidis
10686,255,252,145,1.0,1.0,1.0,"Copula pyramidis, molecular layer"
10685,255,252,145,1.0,1.0,1.0,"Copula pyramidis, Purkinje layer"
10684,236,231,84,1.0,1.0,1.0,"Copula pyramidis, granular layer"
1041,255,252,145,1.0,1.0,1.0,Paraflocculus
10689,255,252,145,1.0,1.0,1.0,"Paraflocculus, molecular layer"
10688,255,252,145,1.0,1.0,1.0,"Paraflocculus, Purkinje layer"
10687,236,231,84,1.0,1.0,1.0,"Paraflocculus, granular layer"
1049,255,252,145,1.0,1.0,1.0,Flocculus
10692,255,252,145,1.0,1.0,1.0,"Flocculus, molecular layer"
10691,255,252,145,1.0,1.0,1.0,"Flocculus, Purkinje layer"
10690,236,231,84,1.0,1.0,1.0,"Flocculus, granular layer"
1144,255,252,145,1.0,1.0,1.0,"Cerebellar cortex, molecular layer"
1145,255,252,145,1.0,1.0,1.0,"Cerebellar cortex, Purkinje layer"
1143,236,231,84,1.0,1.0,1.0,"Cerebellar cortex, granular layer"
519,240,240,128,1.0,1.0,1.0,Cerebellar nuclei
989,255,253,188,1.0,1.0,1.0,Fastigial nucleus
91,255,253,188,1.0,1.0,1.0,Interposed nucleus
846,255,253,188,1.0,1.0,1.0,Dentate nucleus
1009,204,204,204,1.0,1.0,1.0,fiber tracts
967,204,204,204,1.0,1.0,1.0,cranial nerves
885,204,204,204,1.0,1.0,1.0,terminal nerve
949,204,204,204,1.0,1.0,1.0,vomeronasal nerve
840,204,204,204,1.0,1.0,1.0,olfactory nerve
1016,204,204,204,1.0,1.0,1.0,olfactory nerve layer of main olfactory bulb
21,204,204,204,1.0,1.0,1.0,"lateral olfactory tract, general"
665,204,204,204,1.0,1.0,1.0,"lateral olfactory tract, body"
538,204,204,204,1.0,1.0,1.0,dorsal limb
459,204,204,204,1.0,1.0,1.0,accessory olfactory tract
900,204,204,204,1.0,1.0,1.0,"anterior commissure, olfactory limb"
848,204,204,204,1.0,1.0,1.0,optic nerve
876,204,204,204,1.0,1.0,1.0,accessory optic tract
916,204,204,204,1.0,1.0,1.0,brachium of the superior colliculus
336,204,204,204,1.0,1.0,1.0,superior colliculus commissure
117,204,204,204,1.0,1.0,1.0,optic chiasm
125,204,204,204,1.0,1.0,1.0,optic tract
357,204,204,204,1.0,1.0,1.0,tectothalamic pathway
832,204,204,204,1.0,1.0,1.0,oculomotor nerve
62,204,204,204,1.0,1.0,1.0,medial longitudinal fascicle
158,204,204,204,1.0,1.0,1.0,posterior commissure
911,204,204,204,1.0,1.0,1.0,trochlear nerve
384,204,204,204,1.0,1.0,1.0,trochlear nerve decussation
710,204,204,204,1.0,1.0,1.0,abducens nerve
901,204,204,204,1.0,1.0,1.0,trigeminal nerve
93,204,204,204,1.0,1.0,1.0,motor root of the trigeminal nerve
229,204,204,204,1.0,1.0,1.0,sensory root of the trigeminal nerve
705,204,204,204,1.0,1.0,1.0,midbrain tract of the trigeminal nerve
794,204,204,204,1.0,1.0,1.0,spinal tract of the trigeminal nerve
798,204,204,204,1.0,1.0,1.0,facial nerve
1131,204,204,204,1.0,1.0,1.0,intermediate nerve
1116,204,204,204,1.0,1.0,1.0,genu of the facial nerve
933,204,204,204,1.0,1.0,1.0,vestibulocochlear nerve
1076,204,204,204,1.0,1.0,1.0,efferent cochleovestibular bundle
413,204,204,204,1.0,1.0,1.0,vestibular nerve
948,204,204,204,1.0,1.0,1.0,cochlear nerve
841,204,204,204,1.0,1.0,1.0,trapezoid body
641,204,204,204,1.0,1.0,1.0,intermediate acoustic stria
506,204,204,204,1.0,1.0,1.0,dorsal acoustic stria
658,204,204,204,1.0,1.0,1.0,lateral lemniscus
633,204,204,204,1.0,1.0,1.0,inferior colliculus commissure
482,204,204,204,1.0,1.0,1.0,brachium of the inferior colliculus
808,204,204,204,1.0,1.0,1.0,glossopharyngeal nerve
917,204,204,204,1.0,1.0,1.0,vagus nerve
237,204,204,204,1.0,1.0,1.0,solitary tract
717,204,204,204,1.0,1.0,1.0,accessory spinal nerve
813,204,204,204,1.0,1.0,1.0,hypoglossal nerve
925,204,204,204,1.0,1.0,1.0,ventral roots
792,204,204,204,1.0,1.0,1.0,dorsal roots
932,204,204,204,1.0,1.0,1.0,cervicothalamic tract
570,204,204,204,1.0,1.0,1.0,dorsolateral fascicle
522,204,204,204,1.0,1.0,1.0,dorsal commissure of the spinal cord
858,204,204,204,1.0,1.0,1.0,ventral commissure of the spinal cord
586,204,204,204,1.0,1.0,1.0,fasciculus proprius
514,204,204,204,1.0,1.0,1.0,dorsal column
380,204,204,204,1.0,1.0,1.0,cuneate fascicle
388,204,204,204,1.0,1.0,1.0,gracile fascicle
396,204,204,204,1.0,1.0,1.0,internal arcuate fibers
697,204,204,204,1.0,1.0,1.0,medial lemniscus
871,204,204,204,1.0,1.0,1.0,spinothalamic tract
29,204,204,204,1.0,1.0,1.0,lateral spinothalamic tract
389,204,204,204,1.0,1.0,1.0,ventral spinothalamic tract
245,204,204,204,1.0,1.0,1.0,spinocervical tract
261,204,204,204,1.0,1.0,1.0,spino-olivary pathway
270,204,204,204,1.0,1.0,1.0,spinoreticular pathway
293,204,204,204,1.0,1.0,1.0,spinovestibular pathway
277,204,204,204,1.0,1.0,1.0,spinotectal pathway
253,204,204,204,1.0,1.0,1.0,spinohypothalamic pathway
285,204,204,204,1.0,1.0,1.0,spinotelenchephalic pathway
627,204,204,204,1.0,1.0,1.0,hypothalamohypophysial tract
960,204,204,204,1.0,1.0,1.0,cerebellum related fiber tracts
744,204,204,204,1.0,1.0,1.0,cerebellar commissure
752,204,204,204,1.0,1.0,1.0,cerebellar peduncles
326,204,204,204,1.0,1.0,1.0,superior cerebelar peduncles
812,204,204,204,1.0,1.0,1.0,superior cerebellar peduncle decussation
85,204,204,204,1.0,1.0,1.0,spinocerebellar tract
850,204,204,204,1.0,1.0,1.0,uncinate fascicle
