idx,name,r,g,b,a,VIS,MSH
133,Periventricular hypothalamic nucleus,255,77,93,1.0,1.0,1.0
347,Subparaventricular zone of the hypothalamus,255,77,80,1.0,1.0,1.0
286,Suprachiasmatic nucleus,255,77,94,1.0,1.0,1.0
2030,"Suprachiasmatic nucleus, dorsolateral part",255,77,94,1.0,1.0,1.0
2031,"Suprachiasmatic nucleus, ventromedial part",255,77,94,1.0,1.0,1.0
338,Subfornical organ,255,77,80,1.0,1.0,1.0
2011,Ventromedidal preoptic nucleus,255,77,80,1.0,1.0,1.0
689,Ventrolateral preoptic nucleus,255,77,80,1.0,1.0,1.0
700,"Anterior hypothalamic area, anterior part",255,78,81,1.0,1.0,1.0
708,"Anterior hypothalamic area, central part",255,78,81,1.0,1.0,1.0
724,"Anterior hypothalamic area, posterior part",255,78,81,1.0,1.0,1.0
2029,Lateroanterior hypothalamic nucleus,255,78,81,1.0,1.0,1.0
210,Lateral mamilllary nucleus,255,78,83,1.0,1.0,1.0
491,"Medial mammillary nucleus, medial part",255,78,84,1.0,1.0,1.0
2118,Mammillary recess of the 3rd ventricle,255,78,84,1.0,1.0,1.0
2119,"Medial mammillary nucleus, lateral part",255,78,84,1.0,1.0,1.0
732,"Medial mammillary nucleus, median part",255,78,84,1.0,1.0,1.0
525,Retromamillary nucleus,255,78,85,1.0,1.0,1.0
1110,"Retromamillary nucleus, lateral part",255,78,85,1.0,1.0,1.0
1118,"Retromamillary nucleus, medial part",255,78,85,1.0,1.0,1.0
1126,Dorsal tuberomammillary nucleus,255,78,86,1.0,1.0,1.0
1,Ventral tuberomammillary nucleus,255,78,86,1.0,1.0,1.0
748,"Medial preoptic nucleus, lateral part",255,78,87,1.0,1.0,1.0
756,"Medial preoptic nucleus, medial part",255,78,87,1.0,1.0,1.0
980,"Premamillary nucleus, dorsal part",255,78,88,1.0,1.0,1.0
1004,"Premamillary nucleus, ventral part",255,78,89,1.0,1.0,1.0
439,"Paraventricular hypothalamic nucleus, dorsal cap",255,78,90,1.0,1.0,1.0
693,Ventromedial hypothalamic nucleus,255,78,91,1.0,1.0,1.0
2044,"Ventromedial hypothalamic nucleus, shell region",255,78,91,1.0,1.0,1.0
769,"Ventromedial hypothalamic nucleus, central part",255,78,91,1.0,1.0,1.0
777,"Ventromedial hypothalamic nucleus, dorsomedial part",255,78,91,1.0,1.0,1.0
785,"Ventromedial hypothalamic nucleus, ventrolateral part",255,78,91,1.0,1.0,1.0
946,Posterior hypothalamic nucleus,255,79,83,1.0,1.0,1.0
2364,"Posterior hypothalamic nucleus, dorsal part",255,79,83,1.0,1.0,1.0
2365,"Posterior hypothalamic nucleus, ventral part",255,79,83,1.0,1.0,1.0
2075,"Posterior hypothalamic area, dorsal part",255,79,83,1.0,1.0,1.0
2102,Submammillothalamic nucleus,255,79,83,1.0,1.0,1.0
194,Lateral hypothalamic area,255,79,81,1.0,1.0,1.0
2309,Juxtaparaventricular part of lateral hypothalamus,255,79,81,1.0,1.0,1.0
2065,Magnocellular nucleus of the lateral hypothalamus,255,79,81,1.0,1.0,1.0
2033,Ventrolateral hypothalamic nucleus ,255,79,81,1.0,1.0,1.0
2105,Gemini hypothalamic nucleus,255,79,81,1.0,1.0,1.0
2081,Peduncular lateral hypothalamus,255,79,81,1.0,1.0,1.0
226,Lateral preoptic area,255,79,82,1.0,1.0,1.0
2379,Paraterete nucleus,255,79,80,1.0,1.0,1.0
364,Parasubthalamic nucleus,255,79,80,1.0,1.0,1.0
173,Retrochiasmatic area,255,79,84,1.0,1.0,1.0
2042,"Retrochiasmatic area, lateral part",255,79,84,1.0,1.0,1.0
2283,"Retrochiasmatic area, medial part",255,79,84,1.0,1.0,1.0
470,Subthalamic nucleus,255,79,85,1.0,1.0,1.0
2063,Subincertal nucleus,255,79,85,1.0,1.0,1.0
614,Medial tuberal nucleus,255,79,86,1.0,1.0,1.0
2080,Terete hypothalamic nucleus,255,79,86,1.0,1.0,1.0
2079,Perifornical nucleus,255,79,86,1.0,1.0,1.0
2111,Ventral linear nucleus of the thalamus,255,79,87,1.0,1.0,1.0
797,Zona incerta,255,79,87,1.0,1.0,1.0
2125,"Zona incerta, caudal part",255,79,87,1.0,1.0,1.0
2043,"Zona incerta, rostral part",255,79,87,1.0,1.0,1.0
2053,"Zona incerta, dosal part",255,79,87,1.0,1.0,1.0
2054,"Zona incerta, ventral part",255,79,87,1.0,1.0,1.0
796,DA13 dopamine cells,255,79,87,1.0,1.0,1.0
2110,Nucleus of the fields of Forel,255,79,87,1.0,1.0,1.0
10671,Median eminence,255,80,80,1.0,1.0,1.0
313,Midbrain,255,200,255,1.0,1.0,1.0
2107,Prerubral field,255,200,255,1.0,1.0,1.0
851,Optic layer of the superior colliculus,255,152,250,1.0,1.0,1.0
842,Superficial gray layer of the superior colliculus,255,152,250,1.0,1.0,1.0
834,Zonal layer of superior colliculus,255,152,250,1.0,1.0,1.0
811,Central nucleus of the inferior colliculus,255,152,255,1.0,1.0,1.0
820,Dorsal cortex of the inferior colliculus,255,152,255,1.0,1.0,1.0
828,External cortex of the inferior colliculus,255,152,255,1.0,1.0,1.0
2188,"External cortex of the inferior colliculus, layer 1",255,152,255,1.0,1.0,1.0
2189,"External cortex of the inferior colliculus, layer 2",255,152,255,1.0,1.0,1.0
2190,"External cortex of the inferior colliculus, layer 3",255,152,255,1.0,1.0,1.0
2457,Commissural nucleus of the inferior colliculus,255,152,255,1.0,1.0,1.0
580,Nucleus of the brachium of the inferior colliculus,255,152,253,1.0,1.0,1.0
271,Sagulum nucleus,255,152,251,1.0,1.0,1.0
874,Parabigeminal nucleus,255,152,252,1.0,1.0,1.0
2163,Microcellular tegmental nucleus,255,152,252,1.0,1.0,1.0
2108,Subcommissural organ ,255,152,254,1.0,1.0,1.0
323,"Midbrain, motor related",255,132,255,1.0,1.0,1.0
2147,Mesencephalic reticular formation,255,132,255,1.0,1.0,1.0
2131,prosomere 1 reticular formation,255,132,255,1.0,1.0,1.0
2181,Isthmic reticular formation,255,132,255,1.0,1.0,1.0
2154,Pararubral nucleus,255,132,255,1.0,1.0,1.0
381,"Substantia nigra, reticular part",255,178,247,1.0,1.0,1.0
749,Ventral tegmental area,255,178,246,1.0,1.0,1.0
2138,Paranigral nucleus of the VTA,255,178,246,1.0,1.0,1.0
2144,Parainterfascicular nucleus of the VTA,255,178,246,1.0,1.0,1.0
2124,Parabranchial pigmented nucleus of the VTA,255,178,246,1.0,1.0,1.0
2427,"Ventral tegmental area, rostral part",255,178,246,1.0,1.0,1.0
2112,Rostral interstitial nucleus of the medial longitudinal fasciculus,255,178,246,1.0,1.0,1.0
2101,DA11 dopamine cells,255,178,246,1.0,1.0,1.0
246,Retroisthmic nucleus,255,178,249,1.0,1.0,1.0
2153,Retrorubral field,255,178,249,1.0,1.0,1.0
26,Deep gray layer of the superior colliculus,255,178,248,1.0,1.0,1.0
42,Deep white layer of the superior colliculus,255,178,248,1.0,1.0,1.0
17,Intermediate white layer of the superior colliculus,255,178,248,1.0,1.0,1.0
10,Intermediate gray layer of the superior colliculus,255,178,248,1.0,1.0,1.0
795,Periaqueductal gray,255,144,255,1.0,1.0,1.0
2141,Dorsomedial periaqueductal gray,255,144,255,1.0,1.0,1.0
2142,Lateral periaqueductal gray,255,144,255,1.0,1.0,1.0
2143,Pleoglial periaqueductal gray,255,144,255,1.0,1.0,1.0
2148,Dorsolateral periaqueductal gray,255,144,255,1.0,1.0,1.0
2162,Ventrolateral periaqueductal gray,255,144,255,1.0,1.0,1.0
2114,prosomere 1 periaqueductal gray,255,144,255,1.0,1.0,1.0
2123,Lithoid nucleus,255,144,255,1.0,1.0,1.0
50,Precommissural nucleus,255,144,255,1.0,1.0,1.0
67,Interstitial nucleus of Cajal,255,145,255,1.0,1.0,1.0
2129,"Interstitial nucleus of Cajal, shell region",255,145,255,1.0,1.0,1.0
587,Nucleus of Darkschewitsch,255,146,255,1.0,1.0,1.0
2152,Supraoculomotor cap,255,146,255,1.0,1.0,1.0
2156,Supraoculomotor periaqueductal gray,255,146,255,1.0,1.0,1.0
215,Anterior pretectal nucleus,255,176,249,1.0,1.0,1.0
2099,"Anterior pretectal nucleus, dorsal part",255,176,249,1.0,1.0,1.0
2100,"Anterior pretectal nucleus, ventral part",255,176,249,1.0,1.0,1.0
531,Medial pretectal area,255,176,248,1.0,1.0,1.0
2415,Retrocommissural nucleus,255,176,248,1.0,1.0,1.0
628,Nucleus of the optic tract,255,176,247,1.0,1.0,1.0
634,Nucleus of the posterior commissure,255,176,246,1.0,1.0,1.0
2121,Magnocellular nucleus of the posterior commissure,255,176,246,1.0,1.0,1.0
706,Olivary pretectal nucleus,255,176,245,1.0,1.0,1.0
1061,Posterior pretectal nucleus,255,176,244,1.0,1.0,1.0
2122,Retroparafascicular nucleus,255,176,244,1.0,1.0,1.0
616,Cuneiform nucleus,255,178,254,1.0,1.0,1.0
2192,Precuneiform area,255,178,254,1.0,1.0,1.0
214,Red nucleus,255,134,249,1.0,1.0,1.0
2137,"Red nucleus, parvicellular part",255,134,249,1.0,1.0,1.0
2139,"Red nucleus, magnocellular part",255,134,249,1.0,1.0,1.0
2136,Medial accessory oculomotor nucleus,255,168,255,1.0,1.0,1.0
35,Oculomotor nerve,255,168,255,1.0,1.0,1.0
2157,"Oculomotor nucleus, parvicellular part",255,168,255,1.0,1.0,1.0
975,Edinger-Westphal nucleus,255,178,253,1.0,1.0,1.0
2130,Pre-Edinger-Westphal nucleus,255,178,253,1.0,1.0,1.0
115,Trochlear nucleus,255,178,255,1.0,1.0,1.0
2180,Trochlear nucleus shell region,255,178,255,1.0,1.0,1.0
2179,Paratrochlear nucleus,255,178,255,1.0,1.0,1.0
757,Ventral tegmental nucleus,255,177,250,1.0,1.0,1.0
231,Anterior tegmental nucleus,255,177,252,1.0,1.0,1.0
2168,Rhabdoid nucleus,255,177,252,1.0,1.0,1.0
66,Lateral terminal nucleus of the accessory optic tract,255,177,253,1.0,1.0,1.0
75,Dorsal terminal nucleus,255,177,253,1.0,1.0,1.0
58,Medial terminal nucleus,255,177,253,1.0,1.0,1.0
615,"Substantia nigra, lateral part",255,178,247,1.0,1.0,1.0
374,"Substantia nigra, compact part",255,158,248,1.0,1.0,1.0
2134,"Substantia nigra, compact part, dorsal tier",255,158,248,1.0,1.0,1.0
2135,"Substantia nigra, compact part, medial tier",255,158,248,1.0,1.0,1.0
1052,Pedunculotegmental nucleus,255,158,255,1.0,1.0,1.0
2183,Subpeduncular tegmental nucleus,255,158,255,1.0,1.0,1.0
12,Interfascicular nucleus,255,158,251,1.0,1.0,1.0
2140,"Interpeduncular nucleus, rostral subnucleus",255,158,247,1.0,1.0,1.0
2145,"Interpeduncular nucleus, lateral subnucleus",255,158,247,1.0,1.0,1.0
2146,"Interpeduncular nucleus, caudal subnucleus",255,158,247,1.0,1.0,1.0
2149,"Interpeduncular nucleus, dorsomedial subnucleus",255,158,247,1.0,1.0,1.0
2151,"Interpeduncular nucleus, dorsolateral subnucleus",255,158,247,1.0,1.0,1.0
2150,"Interpeduncular nucleus, intermediate subnucleus",255,158,247,1.0,1.0,1.0
2160,"Interpeduncular nucleus, apical subnucleus",255,158,247,1.0,1.0,1.0
197,Rostral linear nucleus (midbrain),255,158,249,1.0,1.0,1.0
591,Caudal linear nucleus of the raphÈ,255,158,253,1.0,1.0,1.0
872,Dorsal raphÈ nucleus,255,158,252,1.0,1.0,1.0
2173,"Dorsal raphÈ nucleus, caudal part",255,158,252,1.0,1.0,1.0
2174,"Dorsal raphÈ nucleus, dorsal part",255,158,252,1.0,1.0,1.0
2175,Dorsal raphÈ interfascicular part,255,158,252,1.0,1.0,1.0
2176,"Dorsal raphÈ nucleus, lateral part",255,158,252,1.0,1.0,1.0
2177,"Dorsal raphÈ nucleus, ventral part",255,158,252,1.0,1.0,1.0
2178,Posterodorsal raphÈ nucleus,255,158,252,1.0,1.0,1.0
771,Pons,255,155,136,1.0,1.0,1.0
612,Paralemniscal nucleus,255,170,97,1.0,1.0,1.0
82,Dorsal nucleus of the lateral lemniscus,255,170,97,1.0,1.0,1.0
99,Ventral nucleus of the lateral lemniscus,255,170,97,1.0,1.0,1.0
2172,Intermediate nucleus of the lateral lemniscus,255,170,97,1.0,1.0,1.0
2184,"Triangular nucleus, lateral lemniscus",255,170,97,1.0,1.0,1.0
7,Principal sensory trigeminal nucleus,255,170,95,1.0,1.0,1.0
2203,"Principal sensory trigeminal nucleus, dorsomedial part",255,170,95,1.0,1.0,1.0
2202,"Principal sensory trigeminal nucleus, ventrolateral part",255,170,95,1.0,1.0,1.0
867,Parabrachial nucleus,255,170,96,1.0,1.0,1.0
123,Kolliker-Fuse nucleus,255,165,96,1.0,1.0,1.0
881,Lateral parabrachial nucleus,255,169,96,1.0,1.0,1.0
860,"Lateral parabrachial nucleus, central part",255,169,96,1.0,1.0,1.0
2458,"Lateral parabrachial nucleus, crescent part",255,169,96,1.0,1.0,1.0
868,"Lateral parabrachial nucleus, dorsal part",255,169,96,1.0,1.0,1.0
875,"Lateral parabrachial nucleus, external part",255,169,96,1.0,1.0,1.0
883,"Lateral parabrachial nucleus, superior part",255,169,96,1.0,1.0,1.0
891,"Lateral parabrachial nucleus, central part",255,169,96,1.0,1.0,1.0
2213,"Lateral parabrachial nucleus, internal part",255,169,96,1.0,1.0,1.0
890,Medial parabrachial nucleus,255,168,96,1.0,1.0,1.0
899,"Medial parabrachial nucleus, external part",255,168,96,1.0,1.0,1.0
2207,Lateroventral periolivary nucleus,255,170,94,1.0,1.0,1.0
2208,Medioventral periolivary nucleus,255,170,94,1.0,1.0,1.0
2209,Dorsal periolivary region,255,170,94,1.0,1.0,1.0
2456,Superior paraolivary nucleus,255,170,94,1.0,1.0,1.0
105,Medial superior olive,255,170,94,1.0,1.0,1.0
114,Lateral superior olive,255,170,94,1.0,1.0,1.0
2187,Nucleus of the central acoustic tract,255,170,94,1.0,1.0,1.0
280,Barrington nucleus,255,174,80,1.0,1.0,1.0
2459,"Barrington nucleus, dorsal part",255,174,80,1.0,1.0,1.0
2460,"Barrington nucleus, ventral part",255,174,80,1.0,1.0,1.0
2210,"Dorsal tegmental nucleus, central part",255,174,87,1.0,1.0,1.0
2201,"Dorsal tegmental nucleus, pericentral part",255,174,87,1.0,1.0,1.0
2230,Posterodorsal tegmental nucleus,255,174,87,1.0,1.0,1.0
898,Central gray,255,174,120,1.0,1.0,1.0
2215,"Central gray, alpha part",255,174,120,1.0,1.0,1.0
2216,"Central gray, beta part",255,174,120,1.0,1.0,1.0
2231,"Central gray, gamma part",255,174,120,1.0,1.0,1.0
2221,"Central gray, nucleus O",255,174,120,1.0,1.0,1.0
931,Pontine nuclei,255,174,92,1.0,1.0,1.0
2206,"Pontine reticular nucleus, caudal part",255,174,85,1.0,1.0,1.0
2197,Dorsomedial tegmental area,255,174,85,1.0,1.0,1.0
2220,Sphenoid nucleus,255,174,92,1.0,1.0,1.0
318,Supragenual nucleus,255,174,84,1.0,1.0,1.0
462,Superior salivatory nucleus,255,174,83,1.0,1.0,1.0
534,Supratrigeminal nucleus,255,174,82,1.0,1.0,1.0
574,Reticulotegmental nucleus of the pons,255,174,81,1.0,1.0,1.0
2165,"Reticulotegmental nucleus of the pons, pericentral part",255,174,81,1.0,1.0,1.0
2166,B9 serotonin cells,255,174,81,1.0,1.0,1.0
621,Motor trigeminal nucleus,255,174,104,1.0,1.0,1.0
2204,"Motor trigeminal nucleus, anterior digastric part",255,174,104,1.0,1.0,1.0
2453,"Motor trigeminal nucleus, temporalis part",255,174,104,1.0,1.0,1.0
2194,Interfascicular trigeminar nucleus,255,174,104,1.0,1.0,1.0
2454,"Motor trigeminal nucleus, masseter part",255,174,104,1.0,1.0,1.0
2193,Peritrigeminal zone,255,174,104,1.0,1.0,1.0
2455,"Motor trigeminal nucleus, medial pterygoid part",255,174,104,1.0,1.0,1.0
137,Paramedian raphÈ nucleus,255,172,119,1.0,1.0,1.0
130,Median raphÈ nucleus,255,172,119,1.0,1.0,1.0
147,Locus coeruleus,255,172,118,1.0,1.0,1.0
162,"Laterodorsal tegmental nucleus, dorsal part",255,172,117,1.0,1.0,1.0
2366,"Laterodorsal tegmental nucleus, dorsal part, lateral division",255,172,117,1.0,1.0,1.0
2367,"Laterodorsal tegmental nucleus, dorsal part, medial division",255,172,117,1.0,1.0,1.0
2195,"Laterodorsal tegmental nucleus, ventral part",255,172,117,1.0,1.0,1.0
2205,"Pontine reticular nucleus, oral part",255,172,120,1.0,1.0,1.0
2217,"Pontine reticular nucleus, ventral part",255,172,120,1.0,1.0,1.0
2182,Epirubrospinal nucleus,255,172,120,1.0,1.0,1.0
2185,Medial paralemniscial nucleus,255,172,120,1.0,1.0,1.0
2186,"Perilemniscal nucleus, ventral part",255,172,120,1.0,1.0,1.0
238,Pontine raphÈ nucleus,255,172,115,1.0,1.0,1.0
354,Medulla,255,160,176,1.0,1.0,1.0
207,Area postrema,255,176,178,1.0,1.0,1.0
2274,Area subpostrema,255,176,178,1.0,1.0,1.0
112,Granule cell layer of the cochlear nuclei,255,176,177,1.0,1.0,1.0
96,Dorsal cochlear nucleus,255,155,205,1.0,1.0,1.0
2234,"Dorsal cochlear nucleus, molecular layer",255,155,205,1.0,1.0,1.0
2235,"Dorsal cochlear nucleus, fusiform layer",255,155,205,1.0,1.0,1.0
2236,"Dorsal cochlear nucleus, deep layer",255,155,205,1.0,1.0,1.0
2238,"Ventral cochlear nucleus, anterior part",255,155,205,1.0,1.0,1.0
2237,"Ventral cochlear nucleus, posterior part",255,155,205,1.0,1.0,1.0
2243,"Ventral cochlear nucleus, posterior part, octopus cell area",255,155,205,1.0,1.0,1.0
711,Cuneate nucleus,255,177,177,1.0,1.0,1.0
2285,"Cuneate nucleus, dorsal part",255,177,177,1.0,1.0,1.0
2278,"Cuneate nucleus, rotundus part",255,177,177,1.0,1.0,1.0
1039,Gracile nucleus,255,177,178,1.0,1.0,1.0
903,External cuneate nucleus,255,176,179,1.0,1.0,1.0
642,Nucleus of the trapezoid body,255,176,181,1.0,1.0,1.0
2249,Trigeminal-solitary transition zone,255,176,181,1.0,1.0,1.0
651,Solitary nucleus,255,178,176,1.0,1.0,1.0
659,"Solitary nucleus, central part",255,178,177,1.0,1.0,1.0
666,"Solitary nucleus, commissural part",255,178,178,1.0,1.0,1.0
674,"Solitary nucleus, gelatinous part",255,178,179,1.0,1.0,1.0
2250,"Solitary nucleus, intermediate part",255,178,179,1.0,1.0,1.0
682,"Solitary nucleus, lateral part",255,178,180,1.0,1.0,1.0
691,"Solitary nucleus, medial part",255,178,181,1.0,1.0,1.0
2263,"Solitary nucleus, ventral part",255,178,181,1.0,1.0,1.0
2273,"Solitary nucleus, ventrolateral part",255,178,181,1.0,1.0,1.0
2271,"Solitary nucleus, dorsolateral part",255,178,181,1.0,1.0,1.0
2264,"Solitary nucleus, dorsomedial part",255,178,181,1.0,1.0,1.0
2265,"Solitary nucleus, interstitial part",255,178,181,1.0,1.0,1.0
2470,"Soltary nucleus, rostrolateral part",255,178,181,1.0,1.0,1.0
429,"Spinal trigeminal nucleus, caudal part",255,176,183,1.0,1.0,1.0
437,"Spinal trigeminal nucleus, interpolar part",255,176,184,1.0,1.0,1.0
445,"Spinal trigeminal nucleus, oral part",255,176,182,1.0,1.0,1.0
45,Dorsomedial spinal trigeminal nucleus,255,176,182,1.0,1.0,1.0
2270,Paratrigeminal nucleus,255,176,182,1.0,1.0,1.0
370,"Medulla, motor related",255,212,219,1.0,1.0,1.0
2266,Ad3 adrenaline cells,255,79,87,1.0,1.0,1.0
2198,"Subcoeruleus nucleus, alpha part",255,212,219,1.0,1.0,1.0
2199,"Subcoeruleus nucleus, dorsal part",255,212,219,1.0,1.0,1.0
2200,"Subcoeruleus nucleus, ventral part",255,212,219,1.0,1.0,1.0
653,Abducens nucleus,255,212,225,1.0,1.0,1.0
2229,Paraabducens nucleus,255,212,225,1.0,1.0,1.0
2228,"Abducens nucleus, retractor bulbi part",255,212,226,1.0,1.0,1.0
661,Facial nucleus,255,212,234,1.0,1.0,1.0
2226,Perifacial zone,255,212,234,1.0,1.0,1.0
2462,"Facial nucleus, lateral subnucleus",255,212,234,1.0,1.0,1.0
2463,"Facial nucleus, dorsolateral subnucleus",255,212,234,1.0,1.0,1.0
2464,"Facial nucleus, ventral intermediate subnucleus",255,212,234,1.0,1.0,1.0
2465,"Facial nucleus, dorsal intermediate subnucleus",255,212,234,1.0,1.0,1.0
2466,"Facial nucleus, dorsomedial subnucleus",255,212,234,1.0,1.0,1.0
2467,"Facial nucleus, ventromedial subnucleus",255,212,234,1.0,1.0,1.0
576,"Facial motor nucleus, stylohyoid part",255,212,235,1.0,1.0,1.0
640,Nucleus of the origin of efferents of the vestibular nerve,255,212,230,1.0,1.0,1.0
135,"Ambiguus nucleus, compact part",255,212,216,1.0,1.0,1.0
2277,"Ambiguus nucleus, loose part",255,212,216,1.0,1.0,1.0
2471,Retroambiguus nucleus,255,212,216,1.0,1.0,1.0
839,Vagus nerve nucleus,255,212,184,1.0,1.0,1.0
1048,Gigantocellular reticular nucleus,255,212,187,1.0,1.0,1.0
2223,"Gigantocellular reticular nucleus, alpha part",255,212,187,1.0,1.0,1.0
2224,"Gigantocellular reticular nucleus, ventral part",255,212,187,1.0,1.0,1.0
83,Inferior olivary nucleus,255,212,189,1.0,1.0,1.0
2253,"Inferior olive, subnucleus A of medial nucleus",255,212,189,1.0,1.0,1.0
2254,"Inferior olive, subnucleus B of medial nucleus",255,212,189,1.0,1.0,1.0
2255,"Inferior olive, subnucleus C of medial nucleus",255,212,189,1.0,1.0,1.0
2256,"Inferior olive, dorsal nucleus",255,212,189,1.0,1.0,1.0
2257,"Inferior olive, dorsomedial cell group",255,212,189,1.0,1.0,1.0
2258,"Inferior olive, principal nucleus",255,212,189,1.0,1.0,1.0
2259,"Inferior olive, ventrolateral protrusion",255,212,189,1.0,1.0,1.0
2260,"Inferior olive, cap of Kooy of the medial nucleus",255,212,189,1.0,1.0,1.0
2261,"Inferior olive, beta subnucleus of the medial nucleus",255,212,189,1.0,1.0,1.0
2262,"Inferior olive, medial nucleus",255,212,189,1.0,1.0,1.0
136,Intermediate reticular nucleus,255,212,187,1.0,1.0,1.0
2225,"Intermediate reticular nucleus, alpha part",255,212,187,1.0,1.0,1.0
106,Inferior salivatory nucleus,255,212,190,1.0,1.0,1.0
203,Linear nucleus of the hindbrain,255,212,191,1.0,1.0,1.0
235,Lateral reticular nucleus,255,212,193,1.0,1.0,1.0
963,"Lateral reticular nucleus, parvicellular part",255,212,193,1.0,1.0,1.0
395,Paramedian reticular nucleus,255,212,195,1.0,1.0,1.0
1098,"Medullary reticular nucleus, dorsal part",255,212,195,1.0,1.0,1.0
1107,"Medullary reticular nucleus, ventral part",255,212,195,1.0,1.0,1.0
852,Parvicellular reticular nucleus,255,212,196,1.0,1.0,1.0
2214,"Parvicellular reticular nucleus, alpha part",255,212,196,1.0,1.0,1.0
2211,Trigeminal transition zone,255,212,196,1.0,1.0,1.0
859,Parasolitary nucleus,255,212,197,1.0,1.0,1.0
938,Lateral paragigantocellular nucleus,255,212,198,1.0,1.0,1.0
2248,"Lateral paragigantocellular nucleus, external part",255,212,198,1.0,1.0,1.0
970,Dorsal paragigantocellular nucleus,255,212,198,1.0,1.0,1.0
2252,Caudoventrolateral reticular nucleus,255,212,198,1.0,1.0,1.0
2469,Rostroventrolateral reticular nucleus,255,212,198,1.0,1.0,1.0
2269,Rostral ventral respiratory group,255,212,198,1.0,1.0,1.0
2468,Botzinger complex,255,212,198,1.0,1.0,1.0
2251,Pre-Botzinger complex,255,212,198,1.0,1.0,1.0
161,Intercalated nucleus,255,212,219,1.0,1.0,1.0
2276,Intermedius nucleus of the medulla,255,212,219,1.0,1.0,1.0
177,Nucleus of Roller,255,212,221,1.0,1.0,1.0
169,Prepositus nucleus,255,212,219,1.0,1.0,1.0
1069,Parapyramidal nucleus,255,212,200,1.0,1.0,1.0
701,Vestibulocerebellar nucleus,255,212,201,1.0,1.0,1.0
209,Lateral vestibular nucleus,255,214,201,1.0,1.0,1.0
202,Medial vestibular nucleus,255,216,201,1.0,1.0,1.0
2232,"Medial vestibular nucleus, magnocellular part",255,216,201,1.0,1.0,1.0
2233,"Medial vestibular nucleus, parvicellular part",255,216,201,1.0,1.0,1.0
2368,"Medial vestibular nucleus, parvicellular part, dorsal",255,216,201,1.0,1.0,1.0
2369,"Medial vestibular nucleus, parvicellular part, ventral",255,216,201,1.0,1.0,1.0
225,Spinal vestibular nucleus,255,212,201,1.0,1.0,1.0
217,Superior vestibular nucleus,255,212,201,1.0,1.0,1.0
2268,F cell group of the vestibular complex,255,212,201,1.0,1.0,1.0
2218,Paracochlear glial substance,255,212,201,1.0,1.0,1.0
765,Nucleus X,255,212,202,1.0,1.0,1.0
2267,Matrix region of the medulla,255,212,202,1.0,1.0,1.0
773,Hypoglossal nucleus,255,212,192,1.0,1.0,1.0
2272,Central cervical nucleus of the spinal cord,255,212,192,1.0,1.0,1.0
781,Nucleus Y of the vestibular complex,255,212,203,1.0,1.0,1.0
206,raphÈ magnus nucleus,255,176,193,1.0,1.0,1.0
2212,raphÈ interpositus nucleus,255,176,193,1.0,1.0,1.0
230,raphÈ pallidus nucleus,255,176,195,1.0,1.0,1.0
222,raphÈ obscurus nucleus,255,176,194,1.0,1.0,1.0
2155,basilar artery,204,204,204,1.0,1.0,1.0
949,vomeronasal nerve,204,204,204,1.0,1.0,1.0
1016,olfactory nerve layer,204,204,204,1.0,1.0,1.0
665,lateral olfactory tract,204,204,204,1.0,1.0,1.0
2279,dorsal lateral olfactory tract,204,204,204,1.0,1.0,1.0
900,"anterior commissure, anterior part",204,204,204,1.0,1.0,1.0
2317,"anterior commissure, intrabulbar part",204,204,204,1.0,1.0,1.0
916,brachium of the superior colliculus,204,204,204,1.0,1.0,1.0
336,commissure of the superior colliculus,204,204,204,1.0,1.0,1.0
117,optic chiasm,204,204,204,1.0,1.0,1.0
125,optic tract,204,204,204,1.0,1.0,1.0
2040,supraoptic decussation,204,204,204,1.0,1.0,1.0
62,medial longitudinal fasciculus,204,204,204,1.0,1.0,1.0
158,posterior commissure,204,204,204,1.0,1.0,1.0
93,motor root of the trigeminal nerve,204,204,204,1.0,1.0,1.0
229,sensory root of the trigeminal nerve,204,204,204,1.0,1.0,1.0
705,mesencephalic trigeminal tract,204,204,204,1.0,1.0,1.0
794,spinal trigeminal tract,204,204,204,1.0,1.0,1.0
798,facial nerve,204,204,204,1.0,1.0,1.0
1131,ascending fibers of the facial nerve,204,204,204,1.0,1.0,1.0
1116,genu of the facial nerve,204,204,204,1.0,1.0,1.0
933,vestibulocochlear nerve,204,204,204,1.0,1.0,1.0
2461,interstitial nucleus of the vestibular part of the 8th nerve,204,204,204,1.0,1.0,1.0
413,vestibular root of the vestibulocochlear nerve,204,204,204,1.0,1.0,1.0
2222,olivocochlear bundle,204,204,204,1.0,1.0,1.0
506,dorsal acoustic stria,204,204,204,1.0,1.0,1.0
658,lateral lemniscus,204,204,204,1.0,1.0,1.0
482,brachium of the inferior colliculus,204,204,204,1.0,1.0,1.0
237,solitary tract,204,204,204,1.0,1.0,1.0
697,medial lemniscus,204,204,204,1.0,1.0,1.0
293,vestibulospinal tract,204,204,204,1.0,1.0,1.0
744,cerebellar commissure,204,204,204,1.0,1.0,1.0
326,superior cerebellar peduncle,204,204,204,1.0,1.0,1.0
812,decussation of the superior cerebellar peduncle,204,204,204,1.0,1.0,1.0
85,ventral spinocerebellar tract,204,204,204,1.0,1.0,1.0
850,uncinate fasciculus of the cerebellum,204,204,204,1.0,1.0,1.0
78,middle cerebellar peduncle,204,204,204,1.0,1.0,1.0
